Lemma;Haupteintrag;Wortart;Varianten;Werk;Band;Spalte;Zeile;IstVariante;ZusatzVhd;IstNachtrag;Nband;Nspalte;Nzeile
groselier;groiselier;s.m.;;;4;690;4;1;
grosse;;s.f.;;tl;4;710;2;0;0
grosse;groisse;s.f.;;;4;690;26;1;
grossece;;s.f.;groissece;tl;4;710;11;0;0
grossee;;s.f.;grosseté;tl;4;710;41;0;0
grossement;;s.m.;;tl;4;710;49;0;0
grossëor;;s.m.;;tl;4;710;52;0;0
grosser;;v.;;tl;4;711;3;0;0
grosset;;a.;;tl;4;711;10;0;0
grosseté;grossee;s.f.;;;4;710;41;1;
grossier;;s.m.;;tl;4;712;7;0;0
grossiier;grossoiier;v.;;;4;712;32;1;
grossir;;v.;;tl;4;712;23;0;0
grossisme;;a.;;tl;4;712;29;0;0
grossoiier;;v.;grossiier;tl;4;712;32;0;0
grossor;;s.f.;groissor;tl;4;712;47;0;0
grote;crote1;s.f.;;;2;1099;46;1;
grotiere;;s.f.;;tl;4;713;18;0;0
groucier;grocier;v.;;;4;679;19;1;
groz;;s.m.;;tl;4;713;27;0;0
gru;;s.m.;;tl;4;713;35;0;0
grüage;;s.m.;gruiage, grïage;tl;4;713;41;0;0
grüage;gruiage;s.m.;;;4;717;3;1;
grüal;gruier1;a., s.;;;4;717;7;1;;;;;
grucier;grocier;v.;;;4;679;19;1;;;;;
grue;;s.f.;;tl;4;713;50;0;1;0;4;1923;39
grüel;;s.m.;;tl;4;716;24;0;0;;;;
grüer;;v.;;tl;4;716;50;0;0;;;;
grüerie;gruierie;s.f.;;;4;718;15;1;;;;;
gruiage;;s.m.;grüage;tl;4;717;3;0;0;;;;
gruiage;grüage;s.m.;;;4;713;41;1;;;;;
gruier1;;a., s.;grüal;tl;4;717;7;0;0;;;;
gruier2;;s.m.;;tl;4;718;1;0;0;;;;
gruierie;;s.f.;grüerie;tl;4;718;15;0;0;;;;
grüin;;s.m.;;tl;4;718;22;0;0;;;;
gruin;groin;s.m.;;;4;687;43;1;;;;;
gruis;;s.m.;;tl;4;718;25;0;0;;;;
grumel;;s.m.;;tl;4;718;42;0;0;;;;
grumel;grumil;s.m.;;;4;719;42;1;;;;;
grumelement;gromelement;s.m.;;;4;691;49;1;
grumeler;;v.;;tl;4;719;19;0;0
grumeler;gromeler;v.;;;4;692;3;1;
grumelos;;a.;;tl;4;719;27;0;0
grumil;;s.m.;grumel;tl;4;719;42;0;0
gruse;grëuse;s.f.;;;4;631;12;1;
gruser;grëuser;v.;;;4;631;24;1;
guäable;;a.;guëable;tl;4;720;2;0;0
guäaignier;gäaignier1;v.;;;4;11;3;1;
guaement;gaiment;s.m.;;;4;45;45;1;
guäer;;v.;gäer, guëer, wäer;tl;4;720;8;0;0
guage;gage;s.m.;;;4;27;20;1;
guai;;interj.;gai, gwai, wai;tl;4;720;43;0;0
guaide;;s.f. und m.;guaisde, guaidele, guaisdele, gaide, guede, guesde, waisde, waide, wesde;tl;4;721;40;0;0
guaidele;guaide;s.f. und m.;;;4;721;40;1;
guaidëor;;s.m.;guaisdëor, gaidëor;tl;4;722;14;0;0
guaidier;;s.m.;guaisdier, gaidir, wai(s)dier, wesdier;tl;4;722;16;0;0
guaidir;;v.;;tl;4;722;23;0;0
guaif;;a., s.;gaif, waif;tl;4;722;28;0;0
guaignon;;s.m.;gaignon;tl;4;722;37;0;0
guaignon;gaignon;s.m.;;;4;42;23;1;
guaiment;gaiment;s.m.;;;4;45;45;1;
guaimentaison;gaimentaison;s.f.;;;4;46;14;1;
guaimentëiz;gaimentëiz;s.m.;;;4;46;19;1;
guaimentement;gaimentement;s.m.;;;4;46;25;1;
guäine;gäine;s.f.;;;4;50;45;1;
guaire(s);gaire;adv.;;;4;52;3;1;
guaisde;guaide;s.f. und m.;;;4;721;40;1;
guaisdele;guaide;s.f. und m.;;;4;721;40;1;
guaisdëor;guaidëor;s.m.;;;4;722;14;1;
guaisdier;guaidier;s.m.;;;4;722;16;1;
guait;gait;s.m.;;;4;55;14;1;
guaite;gaite;s.f. (auch m.);;;4;55;48;1;
guaivage;;s.m.;gaivage;tl;4;723;3;0;0
guandir;gandir;v.;;;4;85;31;1;
guarant;garant;s.m.;;;4;101;7;1;
guarde;garde;s.f.;;;4;118;23;1;
guarir;garir;v.;;;4;158;18;1;
guarnement;garnement;s.m.;;;4;177;38;1;
guarsan;;s.m.;;tl;4;723;10;0;0
guathon;;s.m.;;tl;4;723;16;0;0
guaucrer;gaucrer;v.;;;4;215;47;1;
gubernacïon;;s.f.;;tl;4;723;20;0;0
gué;;s.m.;gués, wé, wes;tl;4;723;25;0;0
guëable;guäable;a.;;;4;720;2;1;
guëaing;gäaing;s.m.;;;4;15;1;1;
guebloiier;guerbloiier;v.;;;4;735;18;1;
guede;guaide;s.f. und m.;;;4;721;40;1;
guedron;guerredon;s.m.;;;4;748;3;1;
guëer;guäer;v.;;;4;720;8;1;
gueille;gorle;s.m.;;;4;450;21;1;
guele;gole;s.f.;;;4;417;38;1;
guelfe;;s.m., a.;;tl;4;726;18;0;0
guelfil;guerfil;s.m.;;;4;736;4;1;
guenaire ;;a.;jenaire;tl;4;726;32;0;0
guenche;;s.f.;;tl;4;726;37;0;0
guencheue ;;s.f.;;tl;4;728;19;0;0
guenchie;;s.f.;;tl;4;728;24;0;0
guenchier;;v.;guinchier;tl;4;728;32;0;0
guenchir;;v.;ganchir;tl;4;728;41;0;0
guenchois;;a.;;tl;4;734;30;0;0
guerbi;;s. ;guerbis ;tl;4;734;37;0;0
guerbin;garbin;s.m.;;;4;109;10;1;
guerbis;guerbi;s.;;;4;734;37;1;
guerble;;s.m. ;verble, werble;tl;4;734;46;0;0
guerbler;;v.;verbler;tl;4;735;4;0;0
guerbloiier;;v.;guebloiier, verbloiier;tl;4;735;18;0;0
guercin;;s.m.;;tl;4;735;44;0;0
guere;gaire;adv.;;;4;52;3;1;
guere;guerre;s.f.;;;4;743;6;1;
gueredon;guerredon;s.m.;;;4;748;3;1;
gueres;gaire;adv.;;;4;52;3;1;
guerfil;;s.m.;guelfil;tl;4;736;4;0;0
guerier;guerrier;s., a.;;;4;755;22;1;
guerir;garir;v.;;;4;158;18;1;
guerison;garison;s.m.;;;4;168;19;1;
guerissable;garissable;a.;;;4;172;41;1;
guerlande;garlande;s.f.;;;4;174;15;1;
guerlandois;;s.m.;gerlandois;tl;4;736;14;0;0
guerle;gorle;s.m.;;;4;450;21;1;
guermenter;gaimenter;v.;;;4;46;33;1;
guernate;grenade;a.(f.), s. (f.);;;4;613;42;1;
guerne;;s.f.;germe;tl;4;736;28;0;0
guerne;germe1;s.f.;;;4;284;29;1;
guernier;grenier;s.m.;;;4;617;9;1;
guernir;grenir;v.;;;4;618;33;1;
guernon;grenon;s.m.;;;4;618;41;1;
guernoner;grenoner;v.;;;4;624;10;1;
guernonet;grenonet;s.m.;;;4;624;18;1;
gueroiier;guerroiier2;v.;;;4;757;21;1;
gueron;giron1;s.m.;;;4;329;12;1;
guerp1;;a.;;tl;4;736;34;0;0
guerp2;;s.m.;werp;tl;4;736;40;0;0
guerpee;;s.f.;werpee;tl;4;737;20;0;0
guerpelé;;pc. pf. a.;;tl;4;737;27;0;0
guerpil;goupil;s.m.;;;4;475;37;1;
guerpillage;goupillage;s.m.;;;4;478;15;1;
guerpiment;;s.m.;;tl;4;737;38;0;0
guerpine;;s.f.;;tl;4;737;38;0;0
guerpir;;v.;grepir, werpir;tl;4;737;40;0;0
guerpissement;;s.m.;;tl;4;742;52;0;0
guerpissëor;;s.m.;;tl;4;743;3;0;0
guerre;;s.f.;guere;tl;4;743;6;0;0
guerredon;;s.m.;gueredon, guedron, gardon, guiardon, guierdon;tl;4;748;3;0;0
guerredonable;;a.;;tl;4;752;5;0;0
guerredonance;;s.f.;;tl;4;752;8;0;0
guerredonement;;s.m.;;tl;4;752;21;0;0
guerredonëor;;s.m.;;tl;4;752;38;0;0
guerredoner;;v.;gardoner;tl;4;752;49;0;0
guerreëor;guerroiëor;s.m.;;;4;756;41;1;
guerrëif;;a.;guerrif, gerrif;tl;4;754;40;0;0
guerrëor;;s.m.;;tl;4;754;50;0;0
guerrer;;v.;;tl;4;755;9;0;0
guerrerie;galerie2;s.f.;;;4;68;51;1;
guerrïement;guerroiement;s.m.;;;4;756;38;1;
guerriëor;guerroiëor;s.m.;;;4;756;41;1;
guerrier;;s., a.;guerier ;tl;4;755;22;0;0
guerriere;;s.f.;;tl;4;756;27;0;0
guerrif;guerrëif;a.;;;4;754;40;1;
guerriier;guerroiier2;v.;;;4;757;21;1;
guerriiere;guerroiiere;s.f.;;;4;761;4;1;
guerrillon;;s.m.;grillon;tl;4;756;36;0;0
guerrillon;grillon;s.m.;;;4;667;23;1;
guerroiement;;s.m.;guerrïement;tl;4;756;38;0;0
guerroiëor;;s.m.;guerriëor, guerreëor;tl;4;756;41;0;0
guerroiier1;;s.m.;;tl;4;757;6;0;0
guerroiier2;;v.;guerriier, gueroiier;tl;4;757;21;0;0
guerroiiere;;s.f.;guerriiere;tl;4;761;4;0;0
guerrot;garrot;s.m.;;;4;197;3;1;;;;;
guers;;a.;;tl;4;761;12;0;1;0;4;1923;47
guersoi;guessoi;s.m.;;;4;762;17;1;;;;;
guersoillier;guessoillier;v.;;;4;763;33;1;;;;;
guervise;;s.f.;;tl;4;761;19;0;0;;;;
gués;gué;s.m.;;;4;723;25;1;;;;;
guesde;guaide;s.f. und m.;;;4;721;40;1;;;;;
guesillier;gasoillier;v.;;;4;201;13;1;;;;;
guespe;;s.f.;;tl;4;761;31;0;0;;;;
guespier;;s.m.;gespier;tl;4;762;8;0;0;;;;
guessoi;;s.m.;guersoi, wesseil;tl;4;762;17;0;0;;;;
guessoillier;;v.;guersoillier, wesseiilier;tl;4;763;33;0;0;;;;
guesson;;s.m.;gason;tl;4;763;43;0;0;;;;
guesson;gason;s.m.;;;4;201;26;1;;;;;
gueste;;s.f.;guestre;tl;4;763;45;0;0;;;;
guestre;gueste;s.f.;;;4;763;45;1;;;;;
guet;gait;s.m.;;;4;55;14;1;
guete;gaite;s.f. (auch m.);;;4;55;48;1;
guetier;gaitier;v.;;;4;58;3;1;
gueule;gole;s.f.;;;4;417;38;1;
gui;;s.m.;guis, guion;tl;4;764;6;0;0
guiage;;s.m.;;tl;4;764;20;0;0
guiardon;guerredon;s.m.;;;4;748;3;1;
guiart;;s.m.;wiart;tl;4;764;24;0;0
guiart;guitart;s.m.;;;4;801;38;1;
guibecier;gibecier1;v.;;;4;301;12;1;
guibelin1;;s.m.;;tl;4;764;37;0;0
guibelin2;;s.m.;;tl;4;764;42;0;0
guibet;;s.m.;wibet;tl;4;764;46;0;0
guiche;;s.f.;guige, guinche, guische, guise;tl;4;765;10;0;0
guiche;guische;s.f.;;;4;795;4;1;
guichelet;guichetel;s.m.;;;4;769;47;1;
guichet;;s.m.;guinchet, guinchot;tl;4;767;44;0;0
guichetel;;s.m.;guichelet;tl;4;769;47;0;0
guichier;;v.;;tl;4;770;7;0;0
guichois;;a.;;tl;4;770;15;0;0
guichos;guischos;a.;;;4;795;43;1;
guide;;s.f. und m.;;tl;4;770;22;0;0
guidebaume ;;s.;;tl;4;770;26;0;0
guidel;;s.m.;;tl;4;770;29;0;0
guidement;;s.m.;;tl;4;770;33;0;0
guidëor;guiëor;s.m.;;;4;771;25;1;
guidëor;guiier;v.;;;4;775;22;1;
guidet ;;?;;tl;4;770;36;0;0
guidon;;s.m.;;tl;4;770;44;0;0
guie;;s.m.;;tl;4;770;52;0;0
guielier;;s.m.;;tl;4;771;5;0;0
guienage;guionage;s.m.;;;4;792;38;1;
guienois;;s.m.;;tl;4;771;20;0;0;;;;
guiëor;;s.m.;guidëor;tl;4;771;25;0;0;;;;
guiëor;guiier;v.;;;4;775;22;1;;;;;
guïer;guiier;v.;;;4;775;22;1;;;;;
guierdon;guerredon;s.m.;;;4;748;3;1;;;;;
guiere;gaire;adv.;;;4;52;3;1;;;;;
guieres;gaire;adv.;;;4;52;3;1;;;;;
guïerresse;;s.f.;;tl;4;772;17;0;0;;;;
guiet;gait;s.m.;;;4;55;14;1;;;;;
guiete;gaite;s.f. (auch m.);;;4;55;48;1;;;;;
guige;guiche;s.f.;;;4;765;10;1;;;;;
guignart;;s.m.;;tl;4;772;24;0;1;0;4;1923;52
guignau ;;?;;tl;4;772;29;0;0;;;;
guigne1;;s.f.;guine;tl;4;772;37;0;0;;;;
guigne2;;s.f. ;guine;tl;4;772;48;0;0;;;;
guignement;;s.m.;guinement;tl;4;772;52;0;0;;;;
guignier;vignier2;v.;;;11;453;48;1;
guignier;vignier3;v.;;;11;454;11;1;
guignier1;;s.m.;;tl;4;773;4;0;0
guignier2;;v.;;tl;4;773;7;0;0
guignier3;;v.;vignier, wignier;tl;4;774;16;0;0
guignier4;;v.;vignier;tl;4;774;33;0;0
guignoire ;;v.;;tl;4;775;11;0;0
guignon ;;s.m.;;tl;4;775;15;0;0
guigue;gigue;s.f.;;;4;316;46;1;
guiier;;v.;guïer, guiëor, guidëor;tl;4;775;22;0;0
Guilain;Gilain;nom propr.;;;4;319;3;1;
guile;;s.f.;guille, gile;tl;4;778;35;0;0
guilëor;;s.m., a.;gilëor;tl;4;781;1;0;0
guiler;;v.;guilier, giler;tl;4;781;49;0;0
guilerie;;s.f.;gilerie;tl;4;783;46;0;0
guilete;;s.f.;;tl;4;784;7;0;0
guilier;guiler;v.;;;4;781;49;1;
guille;;s.f.;gielle;tl;4;784;12;0;0
guille;gielle;s.f.;;;4;309;51;1;
guille;guile;s.f.;;;4;778;35;1;
guillemin1;;s.m.;;tl;4;784;27;0;0
guillemin2;;s.m.;;tl;4;784;45;0;0
guimauve;;s.f.;vymauve, vismauve, wymauve, ymalve;tl;4;784;48;0;0
guimauve;vismauve;s.f.;;;11;568;43;1;
guime;;s.f.;;tl;4;785;6;0;0
guimple;;s.f.;guipre, wimple;tl;4;785;12;0;0
guimpler;;v.;;tl;4;789;6;0;0
guimplete;;s.f.;;tl;4;789;19;0;0
guimpliere;;s.f.;;tl;4;789;24;0;0
guinage;;s.m.;;tl;4;789;27;0;0
guinaie;;s.f.;;tl;4;789;30;0;0
guinaut;;s.m.;;tl;4;789;34;0;0
guinche;guiche;s.f.;;;4;765;10;1;
guinchet;guichet;s.m.;;;4;767;44;1;
guinchier;guenchier;v.;;;4;728;32;1;
guinchot;guichet;s.m.;;;4;767;44;1;
guindas;;s.m.;vindas, windas;tl;4;789;48;0;0
guinde1;;s.f.;;tl;4;790;34;0;0
guinde2;;s.f.;guindre;tl;4;790;47;0;0
guinder1;;v.;winder;tl;4;791;7;0;0
guinder2;;v.;winder;tl;4;791;18;0;0
guindre;guinde2;s.f.;;;4;790;47;1;
guine;guigne1;s.f.;;;4;772;37;1;
guine;guigne2;s.f.;;;4;772;48;1;
guinement;guignement;s.m.;;;4;772;52;1;
guingalet;gringalet;s.m. und nom. propr.;;;4;669;14;1;
guinleche;;s.m.;winleke, winse;tl;4;791;33;0;0
guinlechier;;s.m.;;tl;4;791;37;0;0
guinole;;s.f.;;tl;4;791;45;0;0
guinse;;s.f.;;tl;4;791;47;0;0
guinte;guite;s.f.;;;4;802;18;1;
guion;;s.m.;guis ;tl;4;792;2;0;0
guion;gui;s.m.;;;4;764;6;1;
guionage;;s.m.;guienage, wïenage;tl;4;792;38;0;0
guionement;;s.m.;;tl;4;794;4;0;0
guionëor;;s.m.;;tl;4;794;7;0;0
guionier;;s.m.;;tl;4;794;9;0;0
guiper;;v.;;tl;4;794;17;0;0
guipillon;;s.m.;vipillon;tl;4;794;21;0;0
guipillon;vipillon;s.m.;;;11;525;12;1;
guipon;;s.m.;;tl;4;794;29;0;0
guipre;guimple;s.f.;;;4;785;12;1;
guipure;;s.f.;;tl;4;794;33;0;0
guiremelle;;s.f.;;tl;4;794;36;0;0
guirfain;grifain;a.;;;4;658;10;1;
guiron;giron1;s.m.;;;4;329;12;1;
guiron;giron2;s.m.;;;4;333;21;1;
guis;gui;s.m.;;;4;764;6;1;
guis;guion;s.m.;;;4;792;2;1;
guisarme;gisarme;s.f.;;;4;336;23;1;
guischart;;a.;;tl;4;794;43;0;0
guische;;s.f.;guiche;tl;4;795;4;0;0
guische;guiche;s.f.;;;4;765;10;1;
guischet;;s.m.;gosset;tl;4;795;24;0;0
guischet;gosset;s.m.;;;4;458;45;1;
guischier1;;v.;;tl;4;795;29;0;0
guischier2;;v.;wisquier;tl;4;795;35;0;0
guischos;;a.;guichos, guiscos, wischous;tl;4;795;43;0;0
guischos;guiscos;a.;;;4;795;50;1;
guiscos;;a.;guischos, viscos;tl;4;795;50;0;0
guiscos;guischos;a.;;;4;795;43;1;
guiscos;viscos2;a.;;;11;552;10;1;
guise;;s.f.;gise, vise;tl;4;796;16;0;0
guise;guiche;s.f.;;;4;765;10;1;
guisier;gisier;s.m.;;;4;339;17;1;
guisterne;guiterne;s.f.;;;4;803;13;1;
guit;;s.m.;;tl;4;801;32;0;0
guitart;;s.m.;guiart, witart;tl;4;801;38;0;0
guite;;s.f.;guinte, wite;tl;4;802;18;0;0
guitel;;s.m.;;tl;4;803;6;0;0
guiterne;;s.f.;guisterne, quintarne, quinterne, quitaire, quitarre;tl;4;803;13;0;0
guiternëor;;s.m.;quintarnëor;tl;4;803;46;0;0
guiterner;;v.;;tl;4;804;3;0;0
guiton;;s.m.;;tl;4;804;6;0;0
guitron;goitron;s.m.;;;4;415;40;1;
guivre;vivre3;s.f.;;;11;600;37;1;
guivre1;;s.f. (auch m.);vivre, vive, vipre, voivre, givre;tl;4;805;21;0;1;0;4;1924;6
guivre2;;s.f.;wigre;tl;4;808;14;0;1;0;4;1924;17
guivrel;;s.m.;;tl;4;809;8;0;0;;;;
guivret;;s.m.;;tl;4;809;13;0;0;;;;
gule;gole;s.f.;;;4;417;38;1;;;;;
gum;gome2;s.f. (und m.);;;4;429;50;1;;;;;
gurer;jurer;v.;;;4;1874;13;1;;;;;
gutuy;;s.m.;;tl;4;810;10;0;0;;;;
gwai;guai;interj.;;;4;720;43;1;;;;;
gygle;gigue;s.f.;;;4;316;46;1;;;;;
gymnase;ginaise;s.m.;;;4;319;18;1;;;;;
ha;;s.f.;;tl;4;809;24;0;1;0;4;1924;35
ha!;;interj.;ha las, hay!, hé!;tl;4;809;46;0;0;;;;
ha;a2;interj.;;;1;1;17;1;;;;;
ha;hay!;interj.;;;4;1043;8;1;;;;;
haa!;;interj.;;tl;4;810;29;0;0;;;;
haa;;s.f.;;tl;4;810;34;0;0
häable;;a.;;tl;4;810;36;0;0
häan;;s.m.;ahan;tl;4;810;39;0;0
häan;ahan;s.m.;;;1;219;28;1;
haberge;herberge;s.f. und m.;;;4;1057;29;1;
habergier;herbergier;v.;;;4;1063;31;1;
habillier;abillier;v.;;;1;50;3;1;
habit;abit;s.m.;;;1;51;22;1;
habiter;abiter;v.;;;1;53;8;1;
habitüer;abitüer;v.;;;1;54;46;1;
hable;;a.;able;tl;4;811;3;0;0
hable;havene;s.m.;;;4;1038;20;1;
hache;;s.f.;ache, hasche, gisarme;tl;4;811;7;0;0
hachëiz;;s.m.;hagiz;tl;4;814;18;0;0
hachepit;;s.m.;;tl;4;814;24;0;0
hachete;;s.f.;;tl;4;814;28;0;0
hachiee;;s.f.;achiee;tl;4;814;45;0;0
hachiee;haschiee;s.f.;;;4;950;17;1;
hachier;;v.;hagier;tl;4;814;49;0;0
hachiere;haschiere;s.f.;;;4;953;36;1;
hadoc;;s.m.;;tl;4;815;12;0;0
häé!;;interj.;hahé!;tl;4;815;26;0;0
häement;;s.m.;;tl;4;815;50;0;0
häenge;;s.f. und m.;hange;tl;4;816;4;0;0
haëor;;s.m.;;tl;4;817;6;0;0
hafne;havene;s.m.;;;4;1038;20;1;
hagart;;a.;;tl;4;817;15;0;0
hageter;;v.;;tl;4;817;26;0;0
hagier;hachier;v.;;;4;814;49;1;
hagiz;hachëiz;s.m.;;;4;814;18;1;
hague;haie1;s.f.;;;4;820;5;1;
haguenee;haquenee;s.f.;;;4;897;23;1;
ha!ha!;;interj.;;tl;4;817;35;0;0;;;;
hahai!;;interj.;ahai!;tl;4;818;1;0;0;;;;
hahan;ahan;s.m.;;;1;219;28;1;;;;;
hahé!;häé!;interj.;;;4;815;26;1;;;;;
hahi!;häi!;interj.;;;4;819;2;1;;;;;
häi!;;interj.;hahi!, hay!, hé!;tl;4;819;2;0;0;;;;
hai!;;interj.;hai las!, hay!, hé!;tl;4;819;24;0;0;;;;
hai;hay!;interj.;;;4;1043;8;1;;;;;
häi;hay!;interj.;;;4;1043;8;1;;;;;
haiage;;s.m.;;tl;4;819;45;0;0;;;;
haie!;;interj.;;tl;4;819;51;0;0;;;;
haie1;;s.f.;hague;tl;4;820;5;0;1;0;4;1924;39
haie2;;s.f.;;tl;4;822;12;0;0;;;;
haiee;;s.f.;;tl;4;822;26;0;0;;;;
haier;;s.m.;;tl;4;822;30;0;0;;;;
haier;haiier;v.;;;4;824;15;1;;;;;
haier;häir;v.;;;4;829;11;1;;;;;
haiere;;s.f.;;tl;4;822;35;0;0;;;;
haiesier;;vb.;äaisier;tl;4;822;42;0;0;;;;
haiesier;aaisier;v.;;;1;27;17;1;;;;;
haiete1;;s.f.;;tl;4;822;44;0;0;;;;
haiete2;;s.f.;;tl;4;823;11;0;0;;;;
häif;;s.m.;;tl;4;823;20;0;0;;;;
haigne1;;s.f.;hine, hinne, hisne;tl;4;823;27;0;0;;;;
haigne2;;s.f.;higne, hine, hinne, hisne;tl;4;823;33;0;0;;;;
haignëor;;s.m.;;tl;4;823;48;0;0;;;;
haigniee;;s.f.;;tl;4;823;51;0;0;;;;
haignier;;v.;;tl;4;824;10;0;0;;;;
haiier;;v.;haier;tl;4;824;15;0;1;0;4;1924;43
hai las!;a2;interj.;;;1;1;17;1;;;;;
hai las!;hai!;interj.;;;4;819;24;1;;;;;
hai las!;las;a.;;;5;205;27;1;;;;;
häin;;s.m.;;tl;4;824;41;0;0
hain;aim;s.m.;;;1;239;21;1;
häine;;s.f.;äine;tl;4;824;51;0;0
haingre;;a.;heingre;tl;4;826;45;0;0
hainjos;;a.;;tl;4;827;26;0;0
häinos;;a.;;tl;4;827;35;0;0
haion;;s.m.;;tl;4;828;48;0;0
häir;;v.;haier, äir;tl;4;829;11;0;0
haire;;s.f.;heire, here;tl;4;834;10;0;0
hairie;;s.f.;;tl;4;837;37;0;0
hairiier;hariier;v.;;;4;921;1;1;
hairon;;s.m.;haron, heron;tl;4;837;42;0;0
hairon;haron;s.m.;;;4;932;18;1;
haironcel;;s.m.;heroncel;tl;4;839;29;0;0
haironer;;v.;;tl;4;839;32;0;0
haironier;;a.;heronier;tl;4;839;40;0;0
haironiere;;s.f.;;tl;4;840;13;0;0
hairre;erre3;s.m. und f.;;;3;770;1;1;
hais;;s.m.;hes;tl;4;840;23;0;0
haise;;s.f.;hese;tl;4;840;37;0;0
haise;aise;s.f. und m.;;;1;256;42;1;
haisete;;s.f.;;tl;4;841;24;0;0
haisin;;s.m.;;tl;4;841;31;0;0
haistaut;;s.m.;;tl;4;841;35;0;0
haistre;;s.m.;hestre;tl;4;841;43;0;0
hait;;s.m.;ait, heit, het;tl;4;842;4;0;0
haitement;;s.m.;;tl;4;844;27;0;0
haiterel;haterel;s.m.;;;4;982;48;1;
haitier;;v.;;tl;4;845;1;0;0
haitieté;;s.f.;;tl;4;852;40;0;0
haitine;;s.f.;äatine;tl;4;852;44;0;0
haitine;aatine;s.f.;;;1;31;8;1;
hakesis;assassis;s.m.;;;1;569;28;1;
halage;;s.m.;;tl;4;852;46;0;0
halaison;haslaison;s.f.;;;4;955;4;1;
ha las!;a2;interj.;;;1;1;17;1;
ha las;ha!;interj.;;;4;809;46;1;
ha las;las;a.;;;5;205;27;1;
halberc;hauberc;s.m.;;;4;989;6;1;
haldrobe;;s.;hardoble;tl;4;853;21;0;0
hale;;s.f.;haule;tl;4;853;31;0;0
hale!;hare!;interj.;;;4;913;14;1;
hale;hasle;s.m.;;;4;955;7;1;
halebic;;s.m.;;tl;4;854;38;0;0
halebran;;s.m.;;tl;4;854;41;0;0
halebrener;;v.;;tl;4;854;52;0;0
halegouter;harigoter;v.;;;4;919;30;1;
halegrance;;s.f.;alegrance;tl;4;855;17;0;0
halegrece;;s.f.;alegrece;tl;4;855;30;0;0
halegrer;;v.;halegrer;tl;4;855;33;0;0
halegrer;halegrer;v.;;;4;855;33;1;
halegreté;;s.f.;haligreté, haliegreté;tl;4;855;47;0;0
halegrie;;s.f.;alegrie;tl;4;856;1;0;0
halegrir;;v.;;tl;4;856;4;0;0
halëiz;;s.m.;;tl;4;856;10;0;0
halepin;;s.m.;;tl;4;856;19;0;0
haler;;v.;;tl;4;856;25;0;0
haler;harer;v.;;;4;915;37;1;
haler;hasler;v.;;;4;956;19;1;
halete;;s.f.;;tl;4;857;24;0;0
haleter;;v.;;tl;4;857;27;0;0
haliegre;;a.;harlige;tl;4;858;5;0;0
haliegreté;halegreté;s.f.;;;4;855;47;1;
halier;;s.m.;;tl;4;859;16;0;0
haligot;harigot;s.m.;;;4;918;25;1;
haligote;harigote;s.f.;;;4;919;12;1;
haligoter;harigoter;v.;;;4;919;30;1;
haligreté;halegreté;s.f.;;;4;855;47;1;
halimot;;s.m.;helemot;tl;4;859;24;0;0
halle;hasle;s.m.;;;4;955;7;1;
halo!;haro!;interj.;;;4;928;38;1;
halöer;;v.;;tl;4;859;34;0;0
halop;;s.m.;;tl;4;859;46;0;0
halos;haslos;a.;;;4;957;33;1;
halot;;s.m.;;tl;4;860;1;0;0
haloter1;;v.;;tl;4;860;24;0;0
haloter2;;v.;;tl;4;860;30;0;0
halou!;;interj., s.m.;haro ;tl;4;860;41;0;0
halou!;haro!;interj.;;;4;928;38;1;
halt;;s.m.;;tl;4;860;52;0;0
halt;haut;a.;;;4;1005;44;1;
haltain;hautain;a.;;;4;1026;1;1;
haltece;hautece;s.f.;;;4;1029;1;1;
ham;;s.m.;;tl;4;861;10;0;0
hambaut;;s.m.;;tl;4;861;20;0;0
hamberge;;s.f.;;tl;4;861;25;0;0
hambourc;;s.m.;;tl;4;861;29;0;0
hame;;s.;;tl;4;861;43;0;0
hamecel;;s.m.;;tl;4;861;48;0;0
hameçon;ameçon;s.m.;;;1;332;8;1;
hamede;;s.f.;;tl;4;862;4;0;0
hameder;;v.;;tl;4;862;33;0;0
hamee;;s.f.;;tl;4;862;36;0;0
hamel;;s.m.;;tl;4;862;44;0;0
hamelet;;s.m.;;tl;4;863;21;0;0
hamelete1;;s.f.;;tl;4;863;31;0;0
hamelete2;;s.f.;;tl;4;863;34;0;0
hamequin;;s.m.;;tl;4;863;38;0;0
hamestoc;;s.m.;;tl;4;863;43;0;0
hamestor;;s.m.;;tl;4;863;48;0;0
hamie;;s.f.;;tl;4;863;51;0;0
hamodyte;;s.m.;;tl;4;864;26;0;0
hamoignier;;v.;;tl;4;864;32;0;0
hamoncel;;s.m.;;tl;4;864;40;0;0
hampe;;s.f.;;tl;4;864;43;0;0
hamselin;;s.m.;;tl;4;865;18;0;0
han!;;interj.;;tl;4;865;21;0;0
han;;s.m.;ahan;tl;4;865;35;0;0
hanable;;a.;ahanable;tl;4;865;41;0;0
hanable;ahanable;a.;;;1;220;1;1;
hanap;;s.m.;henap;tl;4;865;43;0;0
hanape;;s.f.;;tl;4;869;18;0;0
hanapier;hanepier2;s.m.;;;4;875;32;1;;;;;
hançac;hansac;s.m.;;;4;877;13;1;;;;;
hanche;;s.f.;;tl;4;869;23;0;1;0;4;1924;48
hanchete;;s.f.;;tl;4;871;45;0;0;;;;
hanchier1;;v.;;tl;4;872;4;0;0;;;;
hanchier2;;v.;;tl;4;872;9;0;0;;;;
